					
					
Πίνετε αυτό το <L1>τσάι</L1> κρύο, 2-3 φορές τη μέρα πριν από τα γεύματα.	Take 1 teaspoon of pollen, 2 times a day for half an hour before meals.				
Σήμερα, η <N1></N1> αποτελείται από έντεκα μέλη, καθώς έχει αποχωρήσει ένα αρχικό μέλος και έχουν εισέλθει τέσσερα νέα.	Today the collective has eleven members, with one original member having departed, and four new members having joined.				
FALSE					
					
Ο δείκτης μέσης ωριαίας κατανάλωσης ισχύος ανά άτομο παρουσιάζεται αυξημένος για τις κατοικίες που έχουν ηλεκτρικό <L1>θερμοσίφωνο</L1> σε σχέση με τις κατοικίες που έχουν ηλιακό.	The average hourly power consumption per resident is higher for households that use an electrical water heater for producing hot sanitary water compared to the one for houses with solar thermal collectors.				
Ο δείκτης μέσης ωριαίας κατανάλωσης ισχύος ανά άτομο παρουσιάζεται αυξημένος για τις κατοικίες που έχουν ηλεκτρικό <N1></N1> σε σχέση με τις κατοικίες που έχουν ηλιακό.	The average hourly power consumption per resident is higher for households that use an electrical water heater for producing hot sanitary water compared to the one for houses with solar thermal collectors.				
FALSE					
					
<L1>μαϊντανός</L1> ψιλοκομμένος	Finely chopped parsley				
<N1></N1> ψιλοκομμένος	Finely chopped parsley				
FALSE					
					
Τα διαυγή σαπούνια είναι καλύτερα δεδομένου ότι περιέχουν λιγότερη <L1>λανολίνη</L1> που μπορεί να λερώσει την επιφάνεια φακών επαφής.	Clear soaps are usually better because they contain less lanoline which might leave residues on lens surfaces.				
Τα διαυγή σαπούνια είναι καλύτερα δεδομένου ότι περιέχουν λιγότερη <N1></N1> που μπορεί να λερώσει την επιφάνεια φακών επαφής.	Clear soaps are usually better because they contain less lanoline which might leave residues on lens surfaces.				
FALSE					
					
Το ένα είναι η ισότητα του δικτύου από την πλευρά της παραγωγής ενέργειας , που σημαίνει ότι το κόστος ανά <L1>κιλοβατώρα</L1> παραγωγής φωτοβολταϊκής ενέργειας είναι χαμηλότερο από την τιμή αναφοράς ηλεκτρικής ενέργειας στο δίκτυο για αποθείωση άνθρακα.	One is  generation-side grid parity,  meaning that the cost per kilowatt-hour of PV generation is lower than the grid electricity reference price for carbon desulphurization.				
Το ένα είναι η ισότητα του δικτύου από την πλευρά της παραγωγής ενέργειας , που σημαίνει ότι το κόστος ανά <N1></N1> παραγωγής φωτοβολταϊκής ενέργειας είναι χαμηλότερο από την τιμή αναφοράς ηλεκτρικής ενέργειας στο δίκτυο για αποθείωση άνθρακα.	One is  generation-side grid parity,  meaning that the cost per kilowatt-hour of PV generation is lower than the grid electricity reference price for carbon desulphurization.				
FALSE					
					
Κάποιες φορές ένα <L1>παραβάν</L1> είναι απλά ένα παραβάν, όμως μπορεί να είναι και ένας αποτελεσματικός τρόπος για να χωρίσετε τον χώρο και να παραμείνετε συγκεντρωμένοι στη δουλειά σας.	Sometimes a screen is just a screen, but also the most effective option for separating things and getting better work focus.				
Κάποιες φορές ένα <N1></N1> είναι απλά ένα παραβάν, όμως μπορεί να είναι και ένας αποτελεσματικός τρόπος για να χωρίσετε τον χώρο και να παραμείνετε συγκεντρωμένοι στη δουλειά σας.	Sometimes a screen is just a screen, but also the most effective option for separating things and getting better work focus.				
FALSE					
					
Ολα τα είδη κρεάτων, ολόφρεσκα ψάρια, ψημένα από τεχνίτη στα κάρβουνα, σαλάτες με γνήσιο κρητικό ελαιόλαδο, ορεκτικά και φαγητά κατσαρόλας όπως το <L1>κουνέλι</L1> λεμονάτο νόστιμα και καλομαγειρεμένα ικανοποιούν και το πιο δύσκολο γούστο Το χύμα κρασί, από τους ονομαστούς αμπελώνες της περιοχής, αλλά και τα πολλά εμφιαλωμένα θα συνοδεύσουν τα εκλεκτά πιάτα, και τα τυροπιτάκια με μέλι και ρακί, προσφορά του καταστήματος, θα συμπληρώσουν την απόλαυση σας.	The meat and fresh fish grilled by the expert cook, the salads with pure olive oil, the great variety of side dishes and casserole food are of such quality as to please even the most demanding palate. The excellent home made wine from the famous vine yards of the area as well as a great selection of bottled wines will accompany your dishes and the cheese pies with honey and raki offered from the house will replenish the enjoyment of your superb meals.				
Ολα τα είδη κρεάτων, ολόφρεσκα ψάρια, ψημένα από τεχνίτη στα κάρβουνα, σαλάτες με γνήσιο κρητικό ελαιόλαδο, ορεκτικά και φαγητά κατσαρόλας όπως το <N1></N1> λεμονάτο νόστιμα και καλομαγειρεμένα ικανοποιούν και το πιο δύσκολο γούστο Το χύμα κρασί, από τους ονομαστούς αμπελώνες της περιοχής, αλλά και τα πολλά εμφιαλωμένα θα συνοδεύσουν τα εκλεκτά πιάτα, και τα τυροπιτάκια με μέλι και ρακί, προσφορά του καταστήματος, θα συμπληρώσουν την απόλαυση σας.	The meat and fresh fish grilled by the expert cook, the salads with pure olive oil, the great variety of side dishes and casserole food are of such quality as to please even the most demanding palate. The excellent home made wine from the famous vine yards of the area as well as a great selection of bottled wines will accompany your dishes and the cheese pies with honey and raki offered from the house will replenish the enjoyment of your superb meals.				
