					
					
Πίνετε αυτό το <L1>τσάι</L1> κρύο, 2-3 φορές τη μέρα πριν από τα γεύματα.	Take 1 teaspoon of pollen, 2 times a day for half an hour before meals.				
Δείκτης απόδοσης μπαταρίας: Όταν το <L1>ωτοσκόπιο</L1> είναι ενεργοποιημένο, η μέγιστη ένταση φωτός εμφανίζεται, στην συνέχεια η ένταση του φωτός ρυθμίζεται στο επίπεδο που αντιστοιχεί στην τρέχουσα κατάσταση φόρτισης της μπαταρίας, ώστε να ξέρετε πότε οι μπαταρίες σας χρειάζονται αλλαγή	Performance indicator battery: When the otoscope is enabled, the maximum intensity of light appears, then the light intensity is adjusted to a level that corresponds to the current state of charge of the battery, so you know when your batteries need changing.				
Δείκτης απόδοσης μπαταρίας: Όταν το <N1></N1> είναι ενεργοποιημένο, η μέγιστη ένταση φωτός εμφανίζεται, στην συνέχεια η ένταση του φωτός ρυθμίζεται στο επίπεδο που αντιστοιχεί στην τρέχουσα κατάσταση φόρτισης της μπαταρίας, ώστε να ξέρετε πότε οι μπαταρίες σας χρειάζονται αλλαγή	Performance indicator battery: When the otoscope is enabled, the maximum intensity of light appears, then the light intensity is adjusted to a level that corresponds to the current state of charge of the battery, so you know when your batteries need changing.				
FALSE					
					
Στη φουντουκόπαστα υπάρχει η δυνατότητα παρασκευής πάστας από ψημένο <L1>φουντούκι</L1> είτε με το δέρμα του (δηλαδή τον εσωτερικό φλοιό), είτε χωρίς αυτό.	Hazelnut paste may be made either with or without the skin (internal hull).				
Στη φουντουκόπαστα υπάρχει η δυνατότητα παρασκευής πάστας από ψημένο <N1></N1> είτε με το δέρμα του (δηλαδή τον εσωτερικό φλοιό), είτε χωρίς αυτό.	Hazelnut paste may be made either with or without the skin (internal hull).				
FALSE					
					
Ο καρπός είναι μια ελλειψοειδής <L1>δρύπη</L1> που ποικίλει σε μήκος από 4-12 εκατοστά.	The fruit is an ellipsoidal drupe which varies in length from 4 to 12 cm.				
Ο καρπός είναι μια ελλειψοειδής <N1></N1> που ποικίλει σε μήκος από 4-12 εκατοστά.	The fruit is an ellipsoidal drupe which varies in length from 4 to 12 cm.				
FALSE					
					
Επιπλέον, δεν είναι πάντα σαφές με ποια δραστική ουσία θα γεμίσει αυτό ή εκείνο το <L1>πούλι</L1> (είναι διαφορετικά) και πόσο ασφαλής είναι αυτή η ουσία για τον άνθρωπο.	In addition, it is far from always clear what active ingredient this or that checker will be filled with (they are different) and how safe this substance is for humans.				
Επιπλέον, δεν είναι πάντα σαφές με ποια δραστική ουσία θα γεμίσει αυτό ή εκείνο το <N1></N1> (είναι διαφορετικά) και πόσο ασφαλής είναι αυτή η ουσία για τον άνθρωπο.	In addition, it is far from always clear what active ingredient this or that checker will be filled with (they are different) and how safe this substance is for humans.				
FALSE					
					
Η μικρή <L1>μπότα</L1> του Άι Βασίλη και Ο παππούς Ευτυχής κατέχουν πια ξεχωριστή θέση στην καρδιά μας!	Santa's Little Boot  and  Grandpa Lucky  now hold a special place in our hearts!				
Η μικρή <N1></N1> του Άι Βασίλη και Ο παππούς Ευτυχής κατέχουν πια ξεχωριστή θέση στην καρδιά μας!	Santa's Little Boot  and  Grandpa Lucky  now hold a special place in our hearts!				
FALSE					
					
Αυτό το είδος <L1>μανικιούρ</L1> θα σε διευκολύνει στην καθημερινή σου ζωή, έχοντας διάρκεια τουλάχιστον δύο βδομάδες.	This type of manicure will make your daily life easier, lasting at least two weeks.				
Αυτό το είδος <N1></N1> θα σε διευκολύνει στην καθημερινή σου ζωή, έχοντας διάρκεια τουλάχιστον δύο βδομάδες.	This type of manicure will make your daily life easier, lasting at least two weeks.				
FALSE					
					
Η εμπειρία ήταν ιδιαίτερα πειστική, τόσο που με αποσυντόνισε από τη μάχη και βρήκα την επόμενη <L1>οβίδα</L1> να με περιμένει.	The experience was very convincing, so much in fact that it disorientated me in the middle of the battle and later I found the next missile with my name on it.	βλήμα πυρομαχικό οβίδα 			
Η εμπειρία ήταν ιδιαίτερα πειστική, τόσο που με αποσυντόνισε από τη μάχη και βρήκα το επόμενο <N1>βλήμα</N1> να με περιμένει.	The experience was very convincing, so much in fact that it disorientated me in the middle of the battle and later I found the next missile with my name on it.				
TRUE					
					
Η υπόνοια της δοσολογίας, επίσης στο δεξί μέρος κάθε Α όψης με τις οριζόντιες γραμμές, ενισχύει την άμεση οπτική κατανόηση του περιεχομένου, χωρίς απαραίτητα να υπάρχει η <L1>κλισέ</L1> περιγραφική απόδοση της σύριγγας.	The reference of dosage is also seen on each A side, being attributed by using horizontal lines, an element that enhances the direct visual understanding of the content, without necessarily having the cliché descriptive symbol of a syringe.	κοινότυπο στερεότυπο κλισέ 			
Η υπόνοια της δοσολογίας, επίσης στο δεξί μέρος κάθε Α όψης με τις οριζόντιες γραμμές, ενισχύει την άμεση οπτική κατανόηση του περιεχομένου, χωρίς απαραίτητα να υπάρχει η <N1>κοινότυπη</N1> περιγραφική απόδοση της σύριγγας.	The reference of dosage is also seen on each A side, being attributed by using horizontal lines, an element that enhances the direct visual understanding of the content, without necessarily having the cliché descriptive symbol of a syringe.				
TRUE					
					
Τα λουλούδια εμφανίζονται από Οκτώβριο μέχρι Δεκέμβριο, με χρώμα από <L1>κρεμ</L1> ως απαλό πράσινο, και έχουν σχήμα καμπάνας.	Flowers, appearing in October to December, are cream to pale green bell shaped flowers with pale pink to purple flecks in the throat of the bell.				
Τα λουλούδια εμφανίζονται από Οκτώβριο μέχρι Δεκέμβριο, με χρώμα από <N1></N1> ως απαλό πράσινο, και έχουν σχήμα καμπάνας.	Flowers, appearing in October to December, are cream to pale green bell shaped flowers with pale pink to purple flecks in the throat of the bell.				
FALSE					
					
Αφού το τοποθετήσουμε ανάμεσα στο <L1>μπράτσο</L1> και το σώμα μας, μπορούμε να αυξομειώσουμε την τονικότητα, πιέζοντας τα σχοινιά.	It has two drumheads connected by leather tension cords, which allow the player to modulate the pitch of the drum by squeezing the cords between their arm and body.				
Αφού το τοποθετήσουμε ανάμεσα στο <N1></N1> και το σώμα μας, μπορούμε να αυξομειώσουμε την τονικότητα, πιέζοντας τα σχοινιά.	It has two drumheads connected by leather tension cords, which allow the player to modulate the pitch of the drum by squeezing the cords between their arm and body.				
